#N/A	Geneid	Fmr1_RPF_4	control_RPF_3	Fmr1_RNA_2	Fmr1_RPF_1	control_RPF_2	Fmr1_RPF_5	Fmr1_RPF_6	Fmr1_RNA_3	Fmr1_RNA_4	Fmr1_RPF_2	control_RNA_2	Fmr1_RNA_6	control_RPF_4	control_RNA_3	Fmr1_RPF_7	Fmr1_RNA_5	Fmr1_RNA_1	control_RNA_1	Fmr1_RPF_3	control_RPF_1			#SUBMITTED ID	SYMBOL
GluClalpha	FBgn0024963	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0			FBgn0283469	Vps4
CG6300	FBgn0038730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0			FBgn0037702	CG8176
CG11659	FBgn0038731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0051638	CG31638
CG11391	FBgn0038732	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5			FBgn0039145	CG6000
CG11407	FBgn0038733	0	0	2	0	0	1	0	3	2	0	2	2	0	3	3	3	2	5	0	0			FBgn0026433	Grip128
CG11453	FBgn0038734	0	0	18	1	0	0	1	15	4	0	14	13	1	10	0	11	8	6	4	0			FBgn0039766	CG15536
bnl	FBgn0014135	0	1	26	0	1	0	0	6	11	0	10	18	1	5	1	14	25	10	0	0			FBgn0264979	CG4267
CG31459	FBgn0051459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0039024	Nepl15
MICU3	FBgn0038735	0	78	880	64	40	47	29	713	857	17	808	813	39	929	20	827	791	824	24	0			FBgn0026428	HDAC6
Ire1	FBgn0261984	2	98	2069	103	78	91	33	1839	2049	67	2126	1867	32	2374	59	1822	1955	2008	69	0			FBgn0030803	CG4880
CG11447	FBgn0038737	0	34	474	57	41	44	20	489	511	26	546	463	19	654	21	543	518	606	44	0			FBgn0010342	Map60
CG4572	FBgn0038738	5	627	6744	743	545	555	221	6500	7440	425	7049	5953	357	8174	302	7105	6772	7601	539	3			FBgn0027334	l(1)G0004
CG4686	FBgn0038739	1	243	940	187	231	183	60	924	1639	126	1622	1198	140	1692	96	1430	1063	1796	141	0			FBgn0085257	CG34228
CG4562	FBgn0038740	0	6	503	6	14	11	6	532	2369	7	2452	1714	7	2869	9	2170	505	2651	9	0			FBgn0040294	POSH
CG17186	FBgn0038741	0	14	1192	50	46	40	24	1277	1552	23	1471	1202	16	1772	22	1437	1284	1613	33	0			FBgn0011361	ND-ACP
Arc42	FBgn0038742	6	152	2501	216	159	134	77	2497	3246	91	3167	2212	82	3676	61	3036	2691	3470	143	0			FBgn0261461	RhoGAP18B
Ask1	FBgn0014006	1	179	5819	278	294	198	63	5612	6858	145	6099	5607	134	6874	130	6027	5856	6350	146	0			FBgn0050169	Brca2
ninaE	FBgn0002940	0	0	3	7	0	0	0	1	2	0	2	0	0	0	0	1	1	0	0	0			FBgn0001085	fz
CG4733	FBgn0038744	0	6	194	6	12	5	3	168	229	0	282	241	2	354	2	195	199	275	5	1			FBgn0033274	CG14757
ClpX	FBgn0038745	0	350	4382	390	351	323	174	3989	4740	253	4434	3862	196	5228	186	4345	4189	4860	292	1			FBgn0015570	alpha-Est2
Surf6	FBgn0038746	7	114	4775	214	198	176	71	4719	6598	126	5674	5559	66	6452	90	6075	5032	6292	124	1			FBgn0039835	mRpL32
RhoGAP92B	FBgn0038747	1	112	2873	159	192	124	49	2329	2577	98	3234	2434	69	3571	58	2310	2601	3201	94	1			FBgn0035902	CG6683
Xport-B	FBgn0260234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0036580	PDCD-5
Xport-A	FBgn0038749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0025373	Fpps
CG4465	FBgn0038750	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0			FBgn0265101	Sgt1
CG4770	FBgn0038751	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0031741	CG11034
CG4462	FBgn0038752	0	12	43	5	10	9	4	29	18	12	20	44	0	11	3	24	29	14	6	0			FBgn0285955	cv-c
CG4459	FBgn0038753	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0			FBgn0039026	CG7029
Hs6st	FBgn0038755	1	4	1630	7	7	2	0	1577	1825	2	1733	1387	5	2132	2	1637	1617	1875	9	0			FBgn0040227	eIF3d1
mira	FBgn0021776	0	0	9	0	0	0	0	9	6	0	7	21	0	7	0	5	17	6	0	0			FBgn0031247	CG11562
CG46042	FBgn0267709	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0036136	Ufd1
CG4783	FBgn0038756	0	0	1	1	1	1	1	0	0	0	0	8	0	1	2	1	0	0	0	0			FBgn0266673	Sec10
CG31213	FBgn0051213	0	1	0	1	0	0	0	2	2	1	0	1	0	2	0	4	1	2	0	0			FBgn0030343	ATP7
MED25	FBgn0038760	2	142	1277	230	146	155	70	1219	1520	98	1501	1387	128	1686	87	1484	1253	1542	140	0			FBgn0034861	CG9815
CG17190	FBgn0038761	0	44	61	35	40	41	11	43	38	27	27	55	16	20	17	57	77	25	29	0			FBgn0033782	sug
CG4836	FBgn0270925	0	0	5	1	0	0	1	4	8	0	1	4	1	1	1	2	9	5	0	0			FBgn0012037	Ance
PIG-L	FBgn0038763	0	19	2086	28	16	11	6	1809	2024	14	2178	1723	18	2506	17	1868	2101	2314	15	0			FBgn0039170	CG13609
psidin	FBgn0243511	0	149	3830	190	159	123	53	3235	3933	112	3679	3477	74	4460	54	3606	3491	3624	65	0			FBgn0038470	CG18213
CG4424	FBgn0038765	0	8	494	34	15	13	7	516	610	21	629	480	9	687	11	571	529	654	39	0			FBgn0039359	RpL27
CG4854	FBgn0038766	0	64	574	59	29	56	27	561	829	25	897	703	32	1093	33	800	610	958	50	0			FBgn0035392	CG1271
trem	FBgn0038767	0	56	1464	43	42	42	13	1542	1976	26	1765	1377	12	2195	22	1766	1540	2154	41	0			FBgn0031529	CG9662
CG4936	FBgn0038768	2	104	2927	145	130	116	51	3020	4100	77	3511	2981	62	4403	81	3521	3053	4103	133	0			FBgn0040367	CG11382
Regnase-1	FBgn0038769	0	23	819	19	24	21	11	731	973	20	986	800	9	1078	13	922	800	1014	10	0			FBgn0033752	CG8569
CG17193	FBgn0040571	0	0	1	0	0	0	0	1	0	0	1	1	0	2	0	5	1	2	0	0			FBgn0035402	Usp5
CG33934	FBgn0064119	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0264090	CG43759
Indy-2	FBgn0260466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0039886	CG2003
CG4390	FBgn0038771	6	511	2884	467	490	444	145	2547	3489	267	3347	3045	263	3718	262	3082	2870	3636	374	0			FBgn0015360	oxt
mdlc	FBgn0038772	2	145	2968	215	144	211	77	3072	3908	88	3735	3264	84	4396	84	3876	3138	4147	150	4			FBgn0036697	rogdi
Rh3	FBgn0003249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0000384	cta
CG31206	FBgn0051206	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0032467	Ube4B
CG10887	FBgn0038773	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0038463	CG3534
Gr92a	FBgn0045471	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0051869	CG31869
CG5023	FBgn0038774	0	35	206	51	55	40	13	159	135	48	70	138	36	67	34	115	204	66	49	0			FBgn0027375	RecQ5
Nlg4	FBgn0083975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0034971	Gpat4
CG17199	FBgn0038775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0015521	RpS21
cic	FBgn0262582	3	142	10656	260	194	130	57	8754	10668	110	10366	9347	106	11731	104	8521	10120	9660	139	5			FBgn0028411	Nxt1
CG4367	FBgn0038783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0			FBgn0063670	CG40228
CG4362	FBgn0038784	0	0	1	0	1	0	0	1	2	0	3	0	0	1	0	2	3	2	0	0			FBgn0040010	CG17493
CG42668	FBgn0261550	1	47	5990	87	75	47	24	5588	6454	67	5206	5467	31	6077	23	5562	5806	5431	59	0			FBgn0261446	CG13377
CG4360	FBgn0038787	1	75	5584	87	67	55	16	4539	5519	42	5234	5391	43	6074	27	5242	5069	5085	68	0			FBgn0036749	CG7460
Sirt2	FBgn0038788	0	45	695	39	41	33	25	625	642	29	783	635	22	828	22	607	757	677	18	0			FBgn0039464	CG6330
Ir92a	FBgn0038789	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0			FBgn0030703	MSBP
MtnC	FBgn0038790	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0			FBgn0019830	colt
Gfrl	FBgn0262869	0	0	5	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0			FBgn0027526	Ublcp1
CG4335	FBgn0038795	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	4	5	3	0	0			FBgn0051710	CG31710
eIF3g2	FBgn0038796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0			FBgn0031971	Sirup
Dic2	FBgn0038797	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0027779	VhaSFD
CG46441	FBgn0287211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0040602	CG14545
MtnB	FBgn0002869	0	0	2	3	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0			FBgn0050421	Usp15-31
Or92a	FBgn0038798	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0265597	rad
MFS9	FBgn0038799	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	2	0	0	0	1			FBgn0028552	gammaSnap1
MtnE	FBgn0262146	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0			FBgn0052436	CG32436
MtnD	FBgn0053192	0	0	1	3	0	1	0	1	1	0	0	5	0	1	2	1	1	0	0	0			FBgn0250788	beta-Spec
Stat92E	FBgn0016917	0	323	11539	325	291	290	150	9865	12178	172	11111	11036	187	13040	138	11229	11188	10671	274	0			FBgn0027587	Prp4k
DPCoAC	FBgn0067783	0	37	576	45	35	22	9	514	603	17	530	513	11	628	15	647	551	671	26	0			FBgn0011746	ana
att-ORFB	FBgn0067782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0050390	Sgf29
CG5180	FBgn0043457	0	54	678	58	58	45	15	644	675	42	847	666	29	888	21	571	677	823	49	0			FBgn0038274	Nup93-2
CG15922	FBgn0040575	0	37	126	42	33	24	6	121	139	15	150	135	21	165	21	127	153	190	31	0			FBgn0265523	Smr
CG5191	FBgn0038803	0	23	1811	50	32	41	14	1717	2001	24	2032	1455	17	2235	16	1680	1895	2145	36	0			FBgn0004889	tws
CG10877	FBgn0038804	0	84	733	47	39	30	8	624	721	34	638	635	24	677	24	631	687	638	31	0			FBgn0011741	Arp6
TFAM	FBgn0038805	2	498	4639	486	407	301	129	4332	5112	258	4856	4319	208	5369	226	4832	4666	5364	334	2			FBgn0036272	Sms
CG5412	FBgn0038806	1	96	983	105	95	62	36	1175	1241	39	1159	1004	33	1510	32	1216	973	1428	50	4			FBgn0039075	CG4393
EloB	FBgn0023212	1	98	4628	136	117	104	32	4341	5620	66	5339	4525	31	5726	59	4859	4828	5890	125	1			FBgn0040477	cid
Srp14	FBgn0038808	1	115	501	143	135	86	40	495	557	57	676	446	53	758	52	606	509	640	94	0			FBgn0000307	chif
CG34008	FBgn0054008	0	23	212	45	23	42	13	227	212	25	225	184	23	280	39	196	231	205	45	0			FBgn0030293	CG1737
CG16953	FBgn0038809	1	277	7607	297	221	280	104	7369	7867	178	6936	6669	190	8082	159	7181	7562	7143	285	0			FBgn0004401	Pep
Septin2	FBgn0014029	0	218	2925	261	236	197	69	2841	3589	156	3273	2928	136	3712	137	3258	3052	3486	208	1			FBgn0024245	dnt
Srp72	FBgn0038810	3	617	2629	575	494	468	223	2387	3113	305	2984	2616	289	3272	277	2799	2559	2786	442	7			FBgn0024432	Dlc90F
Pus1	FBgn0038811	0	104	1003	136	110	123	49	965	1040	86	1069	895	49	1212	45	1053	1046	1150	120	0			FBgn0026598	Apc2
bon	FBgn0023097	8	230	7506	263	308	149	48	6985	9143	113	7485	7316	126	8928	114	7625	7204	7419	136	0			FBgn0260745	mfas
CG15923	FBgn0038814	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0			FBgn0010423	TpnC47D
CG5466	FBgn0038815	0	0	1432	5	8	1	0	1401	1855	0	1907	1445	4	2078	0	1691	1414	2012	0	0			FBgn0038047	CG5245
H	FBgn0001169	0	80	8625	109	109	38	26	8393	10796	54	9636	8071	58	11433	30	8784	8488	10162	52	0			FBgn0034528	CG11180
Pi3K92E	FBgn0015279	0	228	7293	122	153	92	42	6690	7734	54	6402	6681	80	7177	73	6814	6968	6588	74	0			FBgn0038272	Dph2
Lrrk	FBgn0038816	0	29	2231	28	29	18	4	1972	2641	13	2124	2096	9	2478	1	2265	2114	1951	17	0			FBgn0086251	del
GluRIIE	FBgn0051201	0	5	70	8	3	2	2	46	38	0	32	64	0	39	3	53	61	34	2	1			FBgn0015359	CG2034
GluRIID	FBgn0028422	0	4	81	12	7	2	1	64	48	1	20	40	4	18	3	50	59	15	5	0			FBgn0086676	spin
Nep4	FBgn0038818	1	0	1	0	0	0	0	1	1	1	2	0	0	1	3	4	4	0	1	0			FBgn0014024	Rnp4F
Cpr92F	FBgn0038819	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0033520	Prx2540-1
CG4000	FBgn0038820	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0085453	Mthfs
Oamb	FBgn0024944	0	22	1228	28	37	25	12	958	834	21	610	1163	27	582	28	1015	1005	506	10	0			FBgn0039449	CG6425
CG31205	FBgn0051205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0034243	Ns2
Cdk2	FBgn0004107	0	274	7657	429	307	347	97	7729	9641	224	8752	7761	167	10079	189	8788	8553	9703	244	1			FBgn0261823	Asx
CG17267	FBgn0038821	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0			FBgn0061198	HSPC300
CG42322	FBgn0259222	0	0	9	0	0	0	0	3	2	1	2	0	0	5	1	3	5	3	0	0			FBgn0031418	CG3609
CG31199	FBgn0051199	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0			FBgn0036063	CG6674
CG31200	FBgn0051200	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0			FBgn0034902	CG5532
Prosalpha4T1	FBgn0265606	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0			FBgn0013272	Gp150
Syp	FBgn0038826	0	54	2127	70	38	39	16	1511	1384	39	809	1900	28	824	20	1316	1762	684	32	0			FBgn0032701	CG10341
CG31195	FBgn0051195	0	136	4947	179	139	174	54	4452	5238	124	4535	4361	68	5527	80	4558	4835	4595	108	0			FBgn0028507	CG3793
Takl1	FBgn0046689	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0027335	Rip11
Fancd2	FBgn0038827	1	207	4643	193	131	137	44	4629	5695	85	4614	4479	127	5840	74	5211	4596	4947	95	0			FBgn0003041	pbl
CG17270	FBgn0038828	0	13	798	12	12	7	4	676	677	4	764	736	4	867	8	585	783	836	1	0			FBgn0050381	PIG-X
CG17271	FBgn0038829	0	103	2927	129	122	68	21	2599	2870	88	2642	2868	67	2836	44	2557	2715	2703	79	0			FBgn0029733	CG6927
RpS20	FBgn0019936	7	955	46493	1093	1320	681	220	31671	33888	741	26349	39802	387	24924	441	35314	41122	23158	722	1			FBgn0036302	sowah
CG17272	FBgn0038830	0	22	1398	83	36	80	37	1334	1557	42	1493	1364	29	1863	41	1655	1544	1632	63	6			FBgn0035866	Arl5
AdSS	FBgn0027493	0	256	9599	361	294	249	65	8008	10505	160	8968	9592	114	9800	172	9478	8961	9144	200	0			FBgn0261674	CG42709
CG31223	FBgn0051223	3	80	802	69	92	56	27	742	917	48	948	804	41	1107	28	891	838	1004	19	0			FBgn0041186	Slbp
Synd	FBgn0053094	1	212	3566	260	219	193	67	3289	3868	143	3953	3168	114	4597	103	3703	3533	4093	163	0			FBgn0037846	CG6574
CG15695	FBgn0038832	0	19	21	1	1	0	0	20	18	0	10	26	0	9	0	11	16	9	0	0			FBgn0261258	rgn
CG15696	FBgn0038833	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0			FBgn0283503	Neurl4
RpS30	FBgn0038834	6	1148	52008	1218	1638	703	288	40762	45396	662	36415	44493	366	37170	527	43760	48859	36742	918	6			FBgn0261599	RpS29
Ir93a	FBgn0259215	0	0	46	1	0	0	0	18	32	0	19	14	0	25	0	24	32	23	0	0			FBgn0036659	CG9701
KaiR1D	FBgn0038837	0	0	7	0	0	0	0	1	0	0	0	1	0	2	0	1	1	0	0	0			FBgn0003575	su(sable)
TotA	FBgn0028396	0	0	1	0	2	1	0	0	1	0	3	1	0	0	0	4	3	3	0	0			FBgn0033348	Spt
TotC	FBgn0044812	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0038088	CG10126
TotB	FBgn0038838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0030551	CG11674
TotZ	FBgn0044809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0033209	CG12107
Ktl	FBgn0038839	0	4	139	0	2	3	0	95	85	4	37	112	4	39	1	89	98	46	2	0			FBgn0001225	Hsp26
Grik	FBgn0038840	0	6	55	4	0	1	1	46	33	4	20	47	1	19	0	28	51	14	6	1			FBgn0033458	Lime
TotX	FBgn0044810	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0			FBgn0262004	CG42822
CG31191	FBgn0051191	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0			FBgn0263490	mld
hdly	FBgn0038842	0	163	487	121	97	75	31	332	376	45	257	433	58	271	49	372	469	245	133	0			FBgn0004373	fwd
Atpalpha	FBgn0002921	4	2655	34139	2910	2731	2335	919	31275	36047	1938	32371	30128	1685	37042	1328	31450	33439	34327	1932	13			FBgn0003079	Raf
Calx	FBgn0013995	2	63	1939	90	90	44	17	1931	2080	30	2960	1579	72	3613	23	1671	1974	2924	54	0			FBgn0031609	CG15443
CG43446	FBgn0263400	0	0	4	0	0	0	0	2	2	0	3	2	0	3	0	1	1	0	0	0			FBgn0035911	CG6638
Alp5	FBgn0038845	0	0	1	0	2	0	1	1	1	0	2	1	0	0	0	1	0	0	0	0			FBgn0031633	Fnta
CG5697	FBgn0038846	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0			FBgn0003016	osp
Rlip	FBgn0026056	0	92	2690	149	119	111	34	2561	3126	53	2745	2664	60	3088	52	3017	2748	2924	104	2			FBgn0039207	Cftr
CG17278	FBgn0046763	0	2	34	3	2	1	0	13	15	0	19	30	0	18	5	28	22	11	0	0			FBgn0031258	CG4297
Dhc93AB	FBgn0013812	0	6	0	0	4	0	0	1	1	0	1	0	0	0	0	0	0	1	5	0			FBgn0039350	jigr1
CG12278	FBgn0038847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0022786	Hira
CG31189	FBgn0051189	0	0	1	0	0	0	0	2	0	0	0	6	0	0	0	0	1	0	0	0			FBgn0034576	ND-B14.7
CG31207	FBgn0051207	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0			FBgn0037265	spartin
CG7079	FBgn0038849	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	1	1	0	0	0			FBgn0015602	BEAF-32
CG17279	FBgn0038850	0	0	4	2	0	0	0	7	6	0	5	6	0	1	0	9	5	1	0	0			FBgn0036545	GXIVsPLA2
Mvl	FBgn0011672	3	240	6625	155	158	156	51	6191	7783	116	6708	6636	110	7865	83	7222	6548	7090	174	0			FBgn0030685	Graf
Cortactin	FBgn0025865	1	231	4233	261	184	236	109	4306	4785	151	3920	3816	134	4621	140	4587	4426	4494	201	0			FBgn0037377	CG1218
AnxB9	FBgn0000083	6	1367	5205	1484	1429	1020	525	4553	4249	955	3589	4371	707	4011	665	4464	5120	3698	1167	1			FBgn0030678	CG11679
r-l	FBgn0003257	6	606	4656	669	687	477	242	4036	5123	406	4005	4667	290	4508	321	4860	4443	3830	539	1			FBgn0029785	RpL35
dmrt93B	FBgn0038851	0	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0			FBgn0003527	stil
HHEX	FBgn0038852	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0			FBgn0028579	phtf
RhoGAP93B	FBgn0038853	0	46	5434	43	39	25	5	5226	6986	25	6068	5651	16	7115	4	6054	5228	6481	31	0			FBgn0033038	CG7791
CG7044	FBgn0038854	2	316	2907	286	299	253	111	2925	3700	139	3058	3028	170	3546	151	3273	3020	3222	173	1			FBgn0029676	HIP-R
CG5745	FBgn0038855	0	99	2018	226	182	117	58	1783	2288	65	2133	1729	67	2431	66	2063	1961	2225	109	0			FBgn0010747	Srp54k
Sec15	FBgn0266674	0	121	2915	129	105	117	45	2627	2954	57	3089	2276	90	3639	49	2680	2848	3185	98	2			FBgn0036660	
rtet	FBgn0028468	0	43	2665	134	68	76	29	2466	2966	68	3240	2333	60	3593	26	2550	2677	3375	86	1			FBgn0052163	CG32163
Rab11	FBgn0015790	9	992	11306	893	567	698	244	10961	13409	524	11553	11772	377	13336	346	12898	11213	12867	762	1			FBgn0003507	srp
ppan	FBgn0010770	1	174	2723	248	165	214	89	2665	3161	121	2669	2777	115	3053	101	3064	2781	2875	169	2			FBgn0037613	Cks85A
Bdbt	FBgn0038857	1	146	1306	226	131	180	69	1346	1606	136	1630	1239	91	1907	99	1537	1467	1813	141	2			FBgn0033268	Obp44a
slmb	FBgn0283468	2	676	12405	805	700	635	291	11881	14992	453	13547	12264	385	16373	347	14130	12580	14966	452	2			FBgn0026239	gukh
CG5793	FBgn0038858	6	40	1068	48	35	25	9	1028	1118	40	1008	979	9	1114	19	1083	1085	1121	35	0			FBgn0023542	Nmd3
Obp93a	FBgn0038859	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0			FBgn0020389	Papss
Ice2	FBgn0038860	0	36	1771	40	35	25	8	1705	1984	27	1857	1642	10	2268	13	1874	1848	1955	36	1			FBgn0033902	eIF3m
Trm7-34	FBgn0038861	0	102	630	66	51	54	22	486	593	34	486	642	27	531	33	533	561	477	48	0			FBgn0031498	CG17260
Usp8	FBgn0038862	0	154	3812	181	142	127	58	3381	3740	75	3535	3860	69	3887	69	3605	3638	3516	92	2			FBgn0040467	Dlip1
meigo	FBgn0250820	0	45	3130	132	107	75	33	2813	3596	77	3476	3087	46	3845	63	3266	3060	3798	87	0			FBgn0261934	dikar
SNF4Agamma	FBgn0264357	3	687	16585	797	801	630	247	14741	16917	401	14138	14918	394	15772	360	14922	15658	14562	596	7			FBgn0029067	Dd
cDIP	FBgn0038865	0	2	13	1	3	2	7	14	3	0	9	7	0	5	1	17	8	5	0	0			FBgn0036850	Gem2
CG5810	FBgn0038866	1	6	103	13	16	5	2	68	21	9	11	32	5	13	4	20	87	12	6	0			FBgn0033199	CG17985
Snmp1	FBgn0260004	0	71	761	43	64	41	12	565	506	39	394	813	42	446	22	637	546	355	33	0			FBgn0001185	her
CG5862	FBgn0038868	1	37	971	45	39	28	12	1087	1205	29	984	952	14	1142	16	1075	1045	1082	55	0			FBgn0024188	san
Smyd5	FBgn0038869	1	179	1837	220	188	175	73	1470	1543	149	1530	1858	82	1736	88	1646	1634	1438	166	0			FBgn0037092	M6
Oga	FBgn0038870	0	232	1220	300	295	207	133	1120	1424	129	1234	1095	145	1430	144	1264	1252	1298	203	5			FBgn0030504	CG2691
CG3337	FBgn0038871	0	24	392	31	20	16	6	317	358	14	340	388	14	410	14	399	370	360	15	0			FBgn0032161	CG4594
Nelf-A	FBgn0038872	1	166	6581	223	159	156	42	5771	7707	104	6682	6222	106	7553	54	6248	6221	6863	87	0			FBgn0033402	Myd88
e	FBgn0000527	0	0	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0			FBgn0035102	CG7049
CG5892	FBgn0038873	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0			FBgn0052512	CG32512
ETHR	FBgn0038874	0	0	5	0	0	0	0	5	2	0	1	2	0	1	0	1	7	1	0	1			FBgn0023549	Mct1
Rab1	FBgn0285937	3	899	2111	1257	742	973	325	1978	2063	798	1680	1743	561	2148	475	2134	2179	2158	926	1			FBgn0036994	CG5199
AP-2sigma	FBgn0043012	0	249	1824	312	263	271	74	1699	1928	184	1723	1645	107	2119	137	1938	1884	2010	263	1			FBgn0033033	scaf
Idi	FBgn0038876	0	28	1013	54	31	28	5	1108	1244	36	1144	1050	25	1406	16	1203	1104	1315	47	0			FBgn0019968	Khc-73
CG3308	FBgn0038877	0	29	2296	26	16	23	7	2124	2445	25	2019	2197	17	2246	12	2244	2310	2130	4	0			FBgn0050069	CG30069
CG3301	FBgn0038878	0	0	9	0	6	0	0	8	14	0	8	19	0	10	3	10	16	8	1	0			FBgn0028497	Mtmr6
SIFaR	FBgn0038880	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0			FBgn0035890	CG13667
CG17298	FBgn0038879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0033891	CG8067
aus	FBgn0038881	1	51	688	54	42	49	16	491	468	15	288	613	15	278	29	486	657	270	35	0			FBgn0039291	CG13663
mod(mdg4)	FBgn0002781	1	447	24999	597	501	360	137	28876	34614	334	29300	24750	270	34622	220	30200	27685	34042	376	1			FBgn0051301	CG31301
pre-mod(mdg4)-H	FBgn0267649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0036446	Mgat4a
pre-mod(mdg4)-G	FBgn0267648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0011710	Septin1
pre-mod(mdg4)-B	FBgn0266178	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0			FBgn0029174	Fkbp59
pre-mod(mdg4)-P	FBgn0266175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0026262	Taf3
pre-mod(mdg4)-I	FBgn0266177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0004687	Mlc-c
pre-mod(mdg4)-L	FBgn0266174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0001565	Hlc
pre-mod(mdg4)-K	FBgn0266173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0085408	Shrm
pre-mod(mdg4)-J	FBgn0266176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			FBgn0033187	PIG-G
